prompt,completion
Generate ESB ItemName:Knight's Wigand it's \nDescription: ,"Adornment prized by the knights of Cainhurst. Resembles a ponytail of silver hair. The Cainhurst way is a mix of nostalgia and bombast. They take great pride even in the blood-stained corpses of beasts that they leave behind, confident that they will stand as examples of decadent art."
Generate ESB ItemName:Land of Reeds Armorand it's \nDescription: ,"Armor made from strips of iron fastened together.>>Worn by warriors of the Land of Reeds.>>The grimy outer mantle is made from withered reeds from the warrior's birthplace.>>Perhaps its comforts extend to nostalgic thoughts of home.>>Altered:>>The Land of Reeds has long been locked in a miserable civil war, during which time it has remained alienated from the cultures of its neighbors. Little wonder that the entire nation has succumbed to the blood-soaked madness, or so it has said."
Generate ESB ItemName:Lazuli Glintstone Crownand it's \nDescription: ,One of the glintstone crowns bestowed upon Raya Lucaria scholars whose pursuits were deemed worthy.>>Increases intelligence and dexterity to the detriment of HP.>>Scholars of the Lazuli Conspectus study Carian sorceries - a heterodox pursuit that views the moon as equal to the stars.
Generate ESB ItemName:Lazuli Robeand it's \nDescription: ,"Robe worn by scholars of the Lazuli Conspectus, singular among the greater Raya Lucaria Academy.>>These scholars, who sought to master Carian sorcery, instead learned to see the moon as equal to the stars.>>This robe, in the hue of the full moon, signifies their heresy."
Generate ESB ItemName:Leather Armorand it's \nDescription: ,Made of soft leather. Very common type of protective gear
Generate ESB ItemName:Leather Armorand it's \nDescription: ,"An old armor that is oddly comfortable. Belonged to a Hunter. To this day, the forbidden love of Prince of Alken and the Princess of Venn manipulates these marionettes. Surely they never imagined that their dolls would outlast their own kingdoms."
Generate ESB ItemName:Leather Armorand it's \nDescription: ,"The name Pharis is said to have once belonged to a hero, but is now more widely known as a style of hat. Armor made of smooth leather. Even lighter and more flexible than most leather armors."
Generate ESB ItemName:Leather Armorand it's \nDescription: ,Lightweight and battle-proven leather armor worn by a savvy soldier.>>Many admire the wearer of this armor for his chivalrous and forthright spirit.
Generate ESB ItemName:Leonhard's Garband it's \nDescription: ,"(Piece Name) of Ringfinger Leonhard. Leonhard was born into royalty, which is believed to be the reason for his skill in both sorcery and swordsmanship.>>In his youth, Leonhard suffered grave burns to his entire body. His face in particular, which he hid beneath his mask, was terribly scalded. He abstained from restoring these injuries, even after becoming a Finger of Roasaria. (Mask)>>Indeed this dingy garb is in fact embroidered with gold thread, betraying its purpose as military wear designed for a noble. (Chest)>>Indeed, these dingy gauntlets are in fact decorated with silver, betraying their purpose as military wear designed for a noble. (Gauntlets)>>Indeed, these dingy trousers are in fact meticulously tanned, betraying their purpose as military wear designed for a noble. (Leggings)"
Generate ESB ItemName:Leydia Black Robeand it's \nDescription: ,"Cloak worn by Leydia witches. Leydia apostles worship Galib, god of disease. They once resided in the Undead Crypt beside Fenito. The Leydia witches grew conceited, and began to manipulate both the onset and curing of disease, making themselves the effective gatekeepers of the crypt"
Generate ESB ItemName:Leydia White Robeand it's \nDescription: ,"Robe of a Leydia Pyromancer. Leydia apostles, in their conceit, occupied the Undead Crypt and misused death. This invoked the ire of Fenito, who branded them as transgressors"
Generate ESB ItemName:Leyndell Knight Armorand it's \nDescription: ,"Armor worn by knights sworn to defend the royal capital of Leyndell.>>Its left breast is emblazoned with a symbol of Erdtree Worship, said to have once been imbued with an incantation of protection."
Generate ESB ItemName:Lion Mage Skirtand it's \nDescription: ,"Skirt worn by Lion Clan mages.The Lion Clan are an offshoot race that appear in historical records quite abruptly, as if one day they climbed out of the depths of the very earth itself."
Generate ESB ItemName:Lion Warrior Capeand it's \nDescription: ,"cape worn by Lion Clan warriors.>>The Lion Clan are an offshoot race that have no ties to humans, and would murder anyone with the curious notion of approaching them.>>The lion clansmen seem to despise their own looks, as they hate being seen."
Generate ESB ItemName:Lion Warrior Cuffsand it's \nDescription: ,
Generate ESB ItemName:Lionel's Armorand it's \nDescription: ,"Round iron armor with a banner extending from its back. Worn by the Lionel the Lionhearted. When this chivalrous dauntless knight met Fia, who had been driven from her home, he declared himself to be her father."
Generate ESB ItemName:Llewellyn Armorand it's \nDescription: ,"Armor reinforced with rare geisteel. Belonged to Chancellor Wellager. Excellent defensive gear that is of exceptional Quality both light and strong. Crafted by the castle's resident master smith Llewellyn, and supplied only to a selected few. His work easily identified by its lack of ostentation, Llewellyn focused solely on an economy of simplicity and strength."
Generate ESB ItemName:Looking Glass Armorand it's \nDescription: ,"Armor worn by the Looking Glass Knight. Made of metal, but have high lightning defense. Those who wish to serve the king loyal warriors must take the King's Passage and face the Looking Glass Knight. Those who fail the test are sacrificed by the merciless specular monstrosity"
Generate ESB ItemName:Lord's Blade Robeand it's \nDescription: ,"Robe of the Lord's Blade Ciaran, one of Gwyn's Four Knights. A robe common to all of the Lord's Blades, These deadly women shift nimbly between layers of darkness, etching streaks of gold into the night air, and planting visions of terror into the minds of their targets"
Generate ESB ItemName:Lorian's Armorand it's \nDescription: ,"Armor of Prince Lothric's older brother Lorian.>>This black-dyed brass helm is patterned with flame. (Helm)>>This black-dyed brass armor was passed down to him from the royal family. (chest)>>These black-dyed brass gauntlets were passed down to him from the royal family. (Gauntlets)>>Lorian, raised as a knight, is said to have been left mute and crippled by his younger brother's curse. It is also said that Lorian, in fact, wished it so."
Generate ESB ItemName:Lorian's Helmand it's \nDescription: ,"Armor of Prince Lothric's older brother Lorian. This black-dyed brass helm is patterned with flame.>>Lorian, raised as a knight, is said to have been left mute and crippled by his younger brother's curse. It is also said that Lorian, in fact, wished it so."
Generate ESB ItemName:Lothric Knight Armorand it's \nDescription: ,"Armor of a celebrated Lothric knight. A strong steel armor, if a little worn.>>The Knight has served as one of the Three Pillars since ancient times, and shares place alongside the wyverns as a symbol of Lothric.>>Only those possessing a knight's resolve are fit to wear this garment."
Generate ESB ItemName:Lucatiel's Glovesand it's \nDescription: ,"Gloves worn by knights while on travel. Belonged to Lucatiel of Mirrah. Only those who have distinguished themselves on the battlefield were admitted into the elite ranks of Mirrah's official order of knights.>>It is common to hear of a peasant's dream of striving for knighthood as an escape from hardship, but who would ever think it possible?"
Generate ESB ItemName:Lucatiel's Maskand it's \nDescription: ,"Mask attached to a ceremonial hat. Belonged to Lucatiel of Mirrah. Normally hats and masks are separate, but these two have been adjoined"
Generate ESB ItemName:Lucatiel's Maskand it's \nDescription: ,"Mask attached to a ceremonial hat. A Hollow once fought valiantly with this mask, but feared the fading of her self, and implored a comrade remember her name. Perhaps that is why this gentleman's mask is named after a woman."
Generate ESB ItemName:Lusat's Glintstone Crownand it's \nDescription: ,"The giant blue glintstone crown worn by Lusat, primeval current sorcerer.>>This crown replaced Lusat's brain and skull altogether, and now, removed from his body, it is all but dead. What power remains within raises the potency of Lusat's primeval current sorceries at the cost of additional FP consumption."
Generate ESB ItemName:Lusat's Robeand it's \nDescription: ,"A robe reserved for grand masters at the Academy of Raya Lucaria. Corroded by blue glintstones.>>Since the grand masters Azur and Lusat were driven from the academy, no one has achieved their formerly-held rank."
