Prompt,Completion,Item Name,Item Description,ItemType
ItemName,,Urumi,"This weapon made of extremely thin, flexible blades of metal is wielded like a whip by Nightfolk warriors.

Though in essence a whip with a cutting edge, it can also be used as a spear to pierce foes.",
ItemName,,Valorheart,"Weapon once wielded by the Champion of the Undead Match. A special paired set consisting of a broad sword and a lion shield.The champion fought on, without rest, until he lost his mind. In the end, only his page and a lone wolf stayed at his side.",
ItemName,,Varangian Sword,"Straight sword wielded by Varangians and engraved with a skull. A former king launched a campaign to capture these terrors of the high seas, but rather than imprison them, forced them into hard labor at No-man's Wharf.",
ItemName,,Varré's Bouquet ,"A steel mace resembling a charming bouquet of roses. Each petal has a sharpened edge, leaving the roses perpetually colored with blood.

This weapon reflects White Mask Varré's manner of speech rather well, enticing in its splendor, but full of deadly consequence.",
ItemName,,Velka's Rapier,"A symbolic, powerful thrusting sword used by the Pardoner serving Velka, Goddess of Sin. It is no mere symbol to be sure; the Pardoner is an inhuman swordsman, and wields this enchanted blade with special sword technique.",
ItemName,,Velka's Talisman,".Medium for casting miracles of the Gods. This black tuft of hair that serves as a talisman belongs to Velka, Goddess of Sin. It casts miracles not by drawing upon faith, but intelligence.",
ItemName,,Venomous Fang,"One of the weapons designed for gladiatorial combat. Used by duelists who were exiled from the colosseum.

The black fang protruding from the bronze snake head is coated in deadly poison.",
ItemName,,Veteran's Prosthesis,"Bladed prosthetic leg enwreathed with the power of lightning,
instead attached to the fist. Commander Niall, veteran of Castle
Sol, offered this prosthesis in exchange for the lives of defeated
knights held prisoner. He went on to lead these men as an army of
no nation.",
ItemName,,Vordt's Great Hammer,"Great Hammer wielded by Vordt, the outrider knight of the Boreal Valley. Weapon is inbued with frost, and causes frostbite.Frost accumulates in the body causing frostbite, which saps one's health, lowers absorption, and slows stamina recovery.Skill: PerseveranceAnchor weapon in earth to temporarily boost poise. Damage reduced while activated.",
ItemName,,Vulgar Militia Shotel,"A hooked blade attached to a long handle. Wielded by the vulgar militia, its attacks can slip through an enemy's guard.

The vulgar militia are the undecorated stewards of rancid, scorched battlefields that none dare approach, and forbidden domains better forgotten by the rest of the world",
ItemName,,Vyke's War Spear,"War spear singed and blistered by fingers, used by Vyke, Knight of the Roundtable Hold.

Like Vyke himself, it has been tormented by the yellow flame of frenzy from within.",
ItemName,,Wakizashi,"Short sword with a tempering pattern on the blade. A weapon unique to warriors of the Land of Reeds. Afflicts targets with blood loss.

These swords are considered auxiliary weapons. Yet, one man is known to wield this weapon in his left hand while using a full-sized katana in his right. A demonic swordsman known only as Okina.",
ItemName,,Warden Twinblades,"Paired weapon wielded by the grave wardens of the Cathedral of the Deep.The grave wardens of the cathedral, who put down reincarnating corpses, wield weapons that cause profuse bleeding, for the loss of blood and bodily fluids is said to slow reanimation.",
ItemName,,Warhawk's Talon,"Talon-swords are affixed to the legs of the Stormveil's warhawks, but this one has been repurposed for human use.

The blade is thin and lightweight so as not to obstruct the hawk's mobility.",
ItemName,,Warped Axe,"Oversized double-headed axe with a bizarre, almost melted
appearance.

Brute strength is the only thing required to wield this weapon,
which appears to have taken quite the beating itself.",
ItemName,,Warped Sword,"A curved sword forged from the soul of the Flexile Sentry. Once straight, but later twisted to reflect its warped owner.Long ago, the dungeons overflowed with the accursed, and the King commanded a contorted sentry to deliver those who had no cells to a faraway land, and to make certain they were never heard from again.Scholar of the First Sin changed to:A curved sword forged from the soul of the Flexile Sentry. Once straight, but later twisted to reflect its warped owner.The sentry crammed inmates of the overflowing Bastille onto a rickety ship, and cast them out to the open sea.The majority of them drowned or starved but a few hardy survivors made land to the south, and imparted their knowledge of sorcery to the people there.",
ItemName,,Warpick,Hammer with a large beak-shaped pommel. Originally a pickaxe; redesigned for battle. This simple but deadly weapon hits heavily with thrust damage such that it easily cracks metal armor.,
ItemName,,Washing pole,"Katana forged in an Eastern land. Very unusual specimen with a long blade. Has a different move set than the Uchigatana. The blade is extremely long, but as a result, quite easily broken.",
ItemName,,Watchdog's Greatsword ,"Stone greatsword wielded by Erdtree Burial Watchdogs.

Though decorated with the watchman's eye, the pupil was taken by graverobbers and is now hollow, leaving this sword a mere lump of stone.",
ItemName,,Watchdog's Staff,"Large stone staff embedded with glintstone. Wielded by Erdtree Burial Watchdogs who protect catacombs.
The Watchdogs, battered and broken over their lengthy tenure, rule the catacombs and are even said to command the imps.

Unique Skill: Sorcery of the Crozier
Channel magic into the glintstone to activate an ancient sorcery, producing floating magic projectiles that chase enemies automatically.",
ItemName,,Watcher Greatsword,"Greatsword wielded by the Throne Watcher.Unleash its true power to enwreath magic.The Watcher has stood by the throne for ages.Will his wait be worth the while?",
ItemName,,Weathered Straight Sword,"Straight sword with a rather short but wide blade.

Simple to wield, it was known as the sword of the people.
Though the Erdtree styling is still visible, time has not been kind
to this sword, now merely a shadow of its former self.",
ItemName,,Whip,"Leather whip. Not intended for battle. Virtually ineffective against armor and tough scales, but quite formidable against enemies with exposed skin.",
ItemName,,Whirligig Saw,"A trick weapon crafted by the workshop heretics, the Powder Kegs, and weapon of choice of the Old Hunter Valtr, the Beast Eater. This weapon pummels beasts in its mace form, but its true strength lies in its attached mechanical saws. These discs, lined with serrated teeth,spin rapidly, thrashing the flesh of beasts into fine shreds.",
ItemName,,White Birch Bow,"A short bow crafted with white birch. Endowed with light-manipulating magic.The bow is a relic from an ancient land of sorceries that was swallowed by the Abyss, most known for its folktale of the heroic Abysswalker.Skill: Unseen ArrowArrows shot by large pulls of the bow are enchanted with a golden spell that turns them nearly invisible.",
ItemName,,White Hair Talisman,"Talisman made from a lock of white hair.This lock of hair belonged to a deformed member of the chaos witches, mothers of the art of pyromancy. Fashioned into a talisman, it enables the wielder to cast both miracles and pyromancies.Skill: CombustionCreates a powerful flame in the wielder's hand. One of the most basic pyromancies, and for this reason, the flame created is fierce. Works while equipped in either hand.",
