Prompt,Completion,,
Generate ESB ItemName:,Light Crossbow,and it's \nDescription: ,"Standard crossbow issued to soldiers. While bows require both hands, a crossbow is held in one, but arming each bolt takes time."
Generate ESB ItemName:,Light Crossbow,and it's \nDescription: ,"A standard crossbow.>>Equip bolts to use. Unlike bows, a crossbow can be held in one hand.>>Equip up to two types of bolts to give yourself immediate options in battle."
Generate ESB ItemName:,Lion Greataxe,and it's \nDescription: ,"Greataxe wielded by Lion Clan warriors.>>The finely-crafted blade cuts smoothly, evidence that the lion clansmen are much more than vulgar beasts."
Generate ESB ItemName:,Lion Greatbow,and it's \nDescription: ,"Greatbow of black iron wielded by General Radahn. Decorated with a lion mane motif.>>Imbued with gravitational power of the Starscourge, when used along with Radahn's Spear, it becomes a true weapon of a champion."
Generate ESB ItemName:,Lizard Staff,and it's \nDescription: ,"Staff used by the fallen sorcerers who wander this land. A catalyst for both sorceries and hexes.>>Particularly well-attuned for sorceries.>>The lizard bound to its tip is a simple charm, and has no bearing on the staff's powers."
Generate ESB ItemName:,Logan's Catalyst,and it's \nDescription: ,"Catalyst of Big Hat Logan, the great sorcerer and seeker of knowledge. Originally the same catalyst employed by the Vinheim sorcerers, only terribly strengthened over time due to Logan's use. Very powerful when used by one of superior intelligence."
Generate ESB ItemName:,Logarius' Wheel,and it's \nDescription: ,"Weapon wielded by martyr Logarius' band of executioners. Used to slaughter the Vilebloods in Cainhurst. Bathed in pools of their blood, and forever steeped in their ire. Transform to release the power of the wheel and manifest their lingering rage in a show of utter brilliance."
Generate ESB ItemName:,Long Bow,and it's \nDescription: ,A standard bow used by hunters.>>Equip Arrows to use. Equip up to two types of arrows to give yourself immediate options in battle.>>Use arrows to hit enemies from afar to gain the upper hand by drawing first blood.
Generate ESB ItemName:,Longbow,and it's \nDescription: ,Large bow. Projectile weapon for experienced hunters. Equip arrows to use.
Generate ESB ItemName:,Longhaft Axe,and it's \nDescription: ,"Large iron axe with a long handle. Weapon of the maltreated Misbegotten.>>Making use of the force generated by its length, this weapon's resentment-charged blows are difficult to stop."
Generate ESB ItemName:,Longsword,and it's \nDescription: ,"Widely-used standard straight sword only matched in ubiquity by the shortsword An accessible sword which inflicts consistent regular damage and high slash damage, making it applicable to a variety of situations."
Generate ESB ItemName:,Longsword,and it's \nDescription: ,"Standard straight sword.>>This straight sword is sufficient in most respects, and effective in most situations if wielded properly. Those who aspire to master the sword are certain to wield this at some point during their journey."
Generate ESB ItemName:,Lordsworn's Greatsword,and it's \nDescription: ,"Well-crafted straight sword with an illustrious design, wielded by regulars of a lord's army.>>Through blackened and damaged by years of use, it appears to have otherwise been kept in a serviceable condition, despite the soldiers having long since lost their minds."
Generate ESB ItemName:,Lordsworn's Straight Sword,and it's \nDescription: ,"Well-crafted straight sword with an illustrious design, wielded by regulars of a lord's army.>>Though blackened and damaged by years of use, it appears to have otherwise been kept in a servicable condition, despite the soldiers having long since lost their minds."
Generate ESB ItemName:,Loretta's War Sickle,and it's \nDescription: ,"Intricately crafted silver war sickle wielded by Loretta, Knight of the Haligtree.>>Originally given for service as a personal guard to Carian royalty, the weapon's blue glintstone has been replaced with unalloyed gold."
Generate ESB ItemName:,Lorian's Greatsword,and it's \nDescription: ,"Ultra greatsword of Lorian, Prince Lothric's older brother. Cast in smoldering molten steel, and stained black. Before Lorian embraced his brother's curse, he was a knight who single handedly slayed the demon prince, but the victory eternally scorched his sword with flame.>>Skill: Flame of Lorian>>Lunge forward to transform smolder into flame, and follow with strong attack to launch flame across ground."
Generate ESB ItemName:,Lost Sinner's Sword,and it's \nDescription: ,"An ultra greatsword forged from the soul of the Lost Sinner.>>Its blade saps the life of its wielder.>>The true nature of this sword is unknown, even to the Lost Sinner herself.>>Those who choose this sword will share the burden of the Lost Sinner's misdeeds."
Generate ESB ItemName:,Lothric Knight Greatsword,and it's \nDescription: ,"Ultra greatsword of the venerable knights of Lothric. Imbued with the strength of lightning, the trademark of dragon hunting.>>Very few have demonstrated the extreme strength and dexterity required for this weapon, even in the long history of the Lothric Knights."
Generate ESB ItemName:,Lothric Knight Long Spear,and it's \nDescription: ,"Long spear wielded by the proud Lothric Knights. Designed for long-range thrusting. Lothric spear knights are known for their steadfastness, and this spear boosts the poise of its wielder.>>Skill: Charge Hold spear at waist and charge at foe. Use strong attack while charging to extend the length of the charge"
Generate ESB ItemName:,Lothric Knight Sword,and it's \nDescription: ,"A well-crafted straight sword designed for thrusting attacks, wielded by the venerable Knights of Lothric.>>The Knights of Lothric, with their drakes, once crushed anything that threatened their shores. Of course, that was a long, long time ago."
Generate ESB ItemName:,Lothric War Banner,and it's \nDescription: ,"The flagpole that once carried the Lothric crest, and guided the knights long ago.>>The tip of the pole is fitted with a sharply pointed decoration, letting it serve as a spear.>>Skill: Lothric War Banner>>Wave the flagpole high in the air, like the days of yore, summoning an ethereal war banner that invigorates the attack of those who gather under it."
Generate ESB ItemName:,Lothric's Holy Sword,and it's \nDescription: ,"Prince Lothric's straight sword, blessed by Emma with potent magic. Young Lothric was meant to be a champion, and was expected to wield this platinum sword, but some things will remain distant dreams forever."
Generate ESB ItemName:,Lucerne,and it's \nDescription: ,Halberd with a large hard beak-like protrusion. Inflicts thrust damage. Instead of thrusting like a spear the wielder of the Lucerne aims to club the head with its hard beak.
Generate ESB ItemName:,Ludwig's Holy Blade,and it's \nDescription: ,"A trick weapon typically used by Healing Church hunters. It is said that the silver sword was employed by Ludwig, the first hunter of the church. When transformed, it combines with its sheath to form a greatsword. It exhibits several departures from the workshop's design, suggesting that the Church anticipated much larger inhuman beasts."
Generate ESB ItemName:,Lusat's Glintstone Staff,and it's \nDescription: ,"Staff of the primeval glintstone sorcerer Lusat. Only those who>>have glimpsed what lies beyond the wisdom of stone may wield it.>>Enhances power of all sorceries, but consumes additional FP."
Generate ESB ItemName:,Mace,and it's \nDescription: ,Iron hammer with a protrusive pommel. This simple bladeless strike weapon is effective against most foes and can break the guard of a shield. However one miss leaves one wide open
Generate ESB ItemName:,Mace of the Insolent,and it's \nDescription: ,"the mace of formerly high-ranking clerics. It is combined with a sacred chime, and can cast miracles and hexes with strong attack. The clerics held venerated positions once, but now, their souls wander aimlessly in the depths of a murky darkness."
Generate ESB ItemName:,Magma Blade,and it's \nDescription: ,"Curved sword with a blade fashioned from the lava of Mt. Gelmir.>>An armament of the man-serpents, impossible for a human to have made.>>Deals fire damage."
Generate ESB ItemName:,Magma Whip Candlestick,and it's \nDescription: ,"This ritual implement is a three pronged candlestick with solid>>flames formed of the magma of Mt. Gelmir.>>When wielded as a weapon, the flames become supple whips of>>lava."
Generate ESB ItemName:,Mail Breaker,and it's \nDescription: ,"Standard small thrusting sword. Unsharpened but pointed solid shaft can pierce tough armour Can be thrust using the weight of one's body, and is very effective for critical attacks."
Generate ESB ItemName:,Mail Breaker,and it's \nDescription: ,"A slightly stubby thrusting sword. Has a sharp, sturdy blade designed for thrusting. The Mail Breaker has limited reach, but a powerful critical attack. Effective against foes donning thick armor or with naturally hard skin."
Generate ESB ItemName:,Mail Breaker,and it's \nDescription: ,"A small sword made for thrusting attacks.>>This hard, edgeless sword can pierce through tough armor, and boasts a deadly critical attack."
Generate ESB ItemName:,Majestic Greatsword,and it's \nDescription: ,"An ancient greatsword of unknown origin.>>This sword was passed down through generations, until it reached Gordin, wandering knight of Forossa, and was lost upon his death.>>Uncannily, every last one of the prominent swordsmen who inherited this weapon was left-handed."
Generate ESB ItemName:,Malformed Claws,and it's \nDescription: ,"One of the malformed weapons developed in Aldia. Appears to be a crustacean pincer, but its precise origins are unclear.>>The peculiar figure known as Lord Aldia attempted to uncover the secrets of life itself, and viewed the Undead as a key to this mystery"
